Tabela;Campo;Elemento dados;Tipo dados;Compri;Casas decimais;Descrição Breve;Grupo;unity_catalog_path;business_name;table_description
VBRP;MANDT;;STRING;;;SAP client (mandant) code. Partition key for all SAP tables. Always '100' for this dataset.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Client;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MATKL;;STRING;;;Material group classification code. Used for reporting, pricing, and purchasing statistics.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Material Group;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MATNR;;STRING;;;SAP material number (18-digit, zero-padded). Root key linking MARA, MARC, MAKT, MARD and all transactional tables.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Material Number;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MATWA;;STRING;;;SAP technical field (MATWA). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Matwa;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MEINS;;STRING;;;Base unit of measure for the material (e.g. KG, L, UN, TON). All stock quantities are expressed in this unit.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Base Unit of Measure;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MONTH;;INT;;;Partition month (integer). Part of the Delta Lake partition scheme: YEAR/MONTH/DAY.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Month;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MPROK;;STRING;;;SAP technical field (MPROK). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Mprok;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MSR_ID;;STRING;;;Make-to-Stock / Returns process identifier for customer returns.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;MSR Process ID;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MSR_REFUND_CODE;;STRING;;;SAP technical field (MSR_REFUND_CODE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Msr Refund Code;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MSR_RET_REASON;;STRING;;;SAP technical field (MSR_RET_REASON). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Msr Ret Reason;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MVGR1;;STRING;;;Material classification attribute 1 for pricing and statistics.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Material Group 1;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MVGR2;;STRING;;;Material classification attribute 2.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Material Group 2;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MVGR3;;STRING;;;Material classification attribute 3.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Material Group 3;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MVGR4;;STRING;;;Material classification attribute 4.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Material Group 4;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MVGR5;;STRING;;;Material classification attribute 5.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Material Group 5;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MWSBP;;DOUBLE;;;Tax amount in document currency for this billing item.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Tax Amount;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;MWSKZ;;STRING;;;Tax code for tax determination (2-char). Links to tax configuration tables.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Tax Code;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;NETWR;;DOUBLE;;;Net value of the document item in document currency (after discounts, before taxes).;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Net Value;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;NRAB_KNUMH;;STRING;;;SAP technical field (NRAB_KNUMH). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Nrab Knumh;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;NRAB_VALUE;;DOUBLE;;;SAP technical field (NRAB_VALUE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Nrab Value;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;NTGEW;;DOUBLE;;;Net weight of the goods in the delivery item, in weight unit GEWEI.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Net Weight;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIA_BASELO;;STRING;;;Oil industry: base loading/terminal location code.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Base Location;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIA_IPMVAT;;STRING;;;Oil industry: IPM (Internal Product Movement) VAT indicator.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;IPM VAT;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIBASPROD;;STRING;;;Oil industry: base product code for blended/composite products.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Base Product;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIBRGEW;;DOUBLE;;;SAP technical field (OIBRGEW). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oibrgew;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OICERTF1;;STRING;;;Oil industry: certificate reference number 1 (quality/origin).;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Certificate 1;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OICONTNR;;STRING;;;SAP technical field (OICONTNR). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oicontnr;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_ADESTN;;STRING;;;Oil industry: actual destination city/location of the shipment.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Actual Destination;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_AORGIN;;STRING;;;Oil industry: actual origin city/location of the shipment.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Actual Origin;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_DATE;;STRING;;;SAP technical field (OIC_DATE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oic Date;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_DCITYC;;STRING;;;Oil industry: destination city code for transport documentation.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Dest. City Code;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_DCOUNC;;STRING;;;Oil industry: destination county/district code.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Dest. County Code;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_DLAND1;;STRING;;;Oil industry: destination country code.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Dest. Country;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_DRCREG;;STRING;;;SAP technical field (OIC_DRCREG). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oic Drcreg;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_DRCTRY;;STRING;;;SAP technical field (OIC_DRCTRY). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oic Drctry;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_DREGIO;;STRING;;;Oil industry: destination state/region code.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Dest. Region;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_KMPOS;;STRING;;;SAP technical field (OIC_KMPOS). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oic Kmpos;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_LIFNR;;STRING;;;Oil industry: vendor number of the carrier/transporter for this shipment.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Carrier Vendor No;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_MOT;;STRING;;;Oil industry: mode of transport (pipeline, truck, ship, rail).;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Mode of Transport;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_OCITYC;;STRING;;;Oil industry: origin city code.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Origin City Code;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_OCOUNC;;STRING;;;Oil industry: origin county/district code.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Origin County Code;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_OLAND1;;STRING;;;Oil industry: origin country code.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Origin Country;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_OREGIO;;STRING;;;Oil industry: origin state/region code.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Origin Region;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_PBATCH;;STRING;;;Oil industry: pipeline batch identifier for product tracking.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Pipeline Batch;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_PDESTN;;STRING;;;Oil industry: pipeline destination point.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Pipeline Destination;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_PORGIN;;STRING;;;Oil industry: pipeline origin/injection point.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Pipeline Origin;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_PTRIP;;STRING;;;Oil industry: pipeline trip/run identifier.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Pipeline Trip;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_TIME;;STRING;;;Oil industry: time of the oil & gas transaction.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Transaction Time;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIC_TRUCKN;;STRING;;;Oil industry: truck/vehicle number for road transport.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Truck Number;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIDATFM1;;STRING;;;SAP technical field (OIDATFM1). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oidatfm1;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIDATTO1;;STRING;;;SAP technical field (OIDATTO1). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oidatto1;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIDRC;;STRING;;;Oil industry: driver/operator code for the transport vehicle.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oil: Driver Code;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OID_EXTBOL;;STRING;;;Oil industry: external Bill of Lading number.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;External BOL;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OID_MISCDL;;STRING;;;Oil industry: miscellaneous delivery reference information.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Misc Delivery Info;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIEDBAL;;STRING;;;Oil industry: excise duty balance amount.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;ED Balance;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIEDBALM;;STRING;;;Oil industry: material-specific excise duty balance.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;ED Balance (Mat.);Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIEDOK;;STRING;;;SAP technical field (OIEDOK). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiedok;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIEXGNUM;;STRING;;;Oil industry: exchange/swap agreement number.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Exchange Agreement No;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIEXGTYP;;STRING;;;Oil industry: type of product exchange agreement.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Exchange Agreement Type;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIFEECH;;STRING;;;SAP technical field (OIFEECH). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oifeech;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIFEEDT;;STRING;;;Oil industry: date of the transport/pipeline fee.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Fee Date;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIFEETOT;;DOUBLE;;;Oil industry: total pipeline or transport fee amount.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Total Fee;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIFKIMG;;DOUBLE;;;SAP technical field (OIFKIMG). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oifkimg;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIFKLMG;;DOUBLE;;;SAP technical field (OIFKLMG). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oifklmg;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIGNRULE;;STRING;;;SAP technical field (OIGNRULE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oignrule;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIHANTYP;;STRING;;;Oil industry: handling type code for terminal operations.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Handling Type;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIHFOLQTY;;DOUBLE;;;SAP technical field (OIHFOLQTY). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oihfolqty;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIH_FOLQTY;;DOUBLE;;;Oil industry: follow-on quantity in a multi-leg shipment.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Following Quantity;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIH_LCFOL;;STRING;;;Oil industry: letter of credit follow-on reference.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;LC Follow-On;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIH_LICIN;;STRING;;;Oil industry: incoming license number for regulated products.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;License In;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIH_LICTP;;STRING;;;Oil industry: type of operating license for the facility.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;License Type;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINEX;;STRING;;;Oil industry: incoterms for exchange/product swap transactions.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Incoterms Exchange;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINVCYC1;;STRING;;;SAP technical field (OIINVCYC1). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiinvcyc1;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINVCYC2;;STRING;;;SAP technical field (OIINVCYC2). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiinvcyc2;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINVCYC3;;STRING;;;SAP technical field (OIINVCYC3). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiinvcyc3;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINVCYC4;;STRING;;;SAP technical field (OIINVCYC4). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiinvcyc4;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINVCYC5;;STRING;;;SAP technical field (OIINVCYC5). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiinvcyc5;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINVCYC6;;STRING;;;SAP technical field (OIINVCYC6). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiinvcyc6;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINVCYC7;;STRING;;;SAP technical field (OIINVCYC7). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiinvcyc7;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINVCYC8;;STRING;;;SAP technical field (OIINVCYC8). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiinvcyc8;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIINVCYC9;;STRING;;;SAP technical field (OIINVCYC9). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiinvcyc9;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OILIKWTF;;DOUBLE;;;SAP technical field (OILIKWTF). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oilikwtf;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OILIMETF;;DOUBLE;;;SAP technical field (OILIMETF). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oilimetf;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OILMENG;;DOUBLE;;;SAP technical field (OILMENG). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oilmeng;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIMETIND;;STRING;;;SAP technical field (OIMETIND). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oimetind;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OINETCYC;;STRING;;;Oil industry: net volume cycle identifier for pipeline accounting.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Net Cycle;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OINTGEW;;DOUBLE;;;SAP technical field (OINTGEW). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Ointgew;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIOILCON;;DOUBLE;;;Oil industry: contract number under which the transaction is made.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oil Contract;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIPBL;;STRING;;;Oil industry: pipeline balance reconciliation field.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oil: Pipeline Bal;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIPIPEVAL;;STRING;;;Oil industry: financial value of the pipeline transaction.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Pipeline Value;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIPRICIE;;STRING;;;Oil industry: import/export price for the product.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Price IE;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIPSDRC;;STRING;;;SAP technical field (OIPSDRC). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oipsdrc;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIRELPCGROUP;;STRING;;;SAP technical field (OIRELPCGROUP). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oirelpcgroup;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OISBREL;;STRING;;;Oil industry: scheduling board relevance indicator.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;SB Relevant;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OISLF;;STRING;;;SAP technical field (OISLF). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oislf;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OISMENG;;DOUBLE;;;SAP technical field (OISMENG). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oismeng;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OISTYP;;STRING;;;SAP technical field (OISTYP). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oistyp;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OITAXFROM;;STRING;;;Oil industry: start date of tax applicability for this product/location.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Tax Valid From;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OITAXGRP;;STRING;;;Oil industry: tax group code for excise duty calculation.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Tax Group;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OITAXINV;;DOUBLE;;;SAP technical field (OITAXINV). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oitaxinv;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OITAXISS;;DOUBLE;;;SAP technical field (OITAXISS). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oitaxiss;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OITAXLOD;;DOUBLE;;;SAP technical field (OITAXLOD). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oitaxlod;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OITAXTO;;STRING;;;Oil industry: end date of tax applicability.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Tax Valid To;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OITITLE;;STRING;;;SAP technical field (OITITLE). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oititle;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_A_H_VAL_FCT;;DOUBLE;;;SAP technical field (OIU_A_H_VAL_FCT). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu A H Val Fct;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_A_H_VAL_F_U;;STRING;;;SAP technical field (OIU_A_H_VAL_F_U). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu A H Val F U;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_DENSITY_U;;STRING;;;SAP technical field (OIU_DENSITY_U). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu Density U;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_DENSTYP;;STRING;;;SAP technical field (OIU_DENSTYP). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu Denstyp;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_GRV_AM;;DOUBLE;;;SAP technical field (OIU_GRV_AM). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu Grv Am;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_ORIG_MP_NO;;STRING;;;SAP technical field (OIU_ORIG_MP_NO). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu Orig Mp No;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_PC_MP_NO;;STRING;;;SAP technical field (OIU_PC_MP_NO). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu Pc Mp No;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_PC_WC_NO;;STRING;;;SAP technical field (OIU_PC_WC_NO). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu Pc Wc No;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_PC_WL_NO;;STRING;;;SAP technical field (OIU_PC_WL_NO). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu Pc Wl No;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
VBRP;OIU_POS_NO;;STRING;;;SAP technical field (OIU_POS_NO). Consult SE11 ABAP Data Dictionary for full description.;;prd_o2c.db_prep_o2c_sap_rp0.tb_vbrp;Oiu Pos No;Billing Document Items (SD). One record per line item on a billing document. Contains financial values per item.
